DateTime,Baseline_Chla,Climate_Chla
2013-01-31,1.05551499519861,1.05551499519861
2013-02-01,1.03954545937361,1.03952230838727
2013-02-02,1.0288637017561,1.02870928613187
2013-02-03,1.02000477402057,1.0195304520715
2013-02-04,1.01186342201509,1.01140444637524
2013-02-05,1.00584357976113,1.00512520216016
2013-02-06,0.996287908974038,0.995566450146529
2013-02-07,0.991444302122286,0.990589401485856
2013-02-08,0.984319136693487,0.983404800810267
2013-02-09,0.981426277821561,0.980249685820431
2013-02-10,0.979102606886764,0.978218260658487
2013-02-11,0.972798299068913,0.971687404175775
2013-02-12,0.967370661748638,0.966197130621508
2013-02-13,0.966390030532585,0.965261063859222
2013-02-14,0.965390062526121,0.964325644630892
2013-02-15,0.96235584247135,0.961039104839495
2013-02-16,0.962271386279965,0.96095375661986
2013-02-17,0.962406302692808,0.960914889802196
2013-02-18,0.961655142207383,0.960653839882029
2013-02-19,0.958601432625556,0.957764200465428
2013-02-20,0.953887345016138,0.953288905397829
2013-02-21,0.952041328296359,0.951718599683552
2013-02-22,0.94984124457196,0.949775793939329
2013-02-23,0.945215668769756,0.946627408842011
2013-02-24,0.942461153774821,0.94357906089676
2013-02-25,0.933829382742714,0.933820129539049
2013-02-26,0.929558886694918,0.930558511678035
2013-02-27,0.92566404367226,0.930041901735534
2013-02-28,0.924356439311009,0.927937318147667
2013-03-01,0.921781338512513,0.9246867788363
2013-03-02,0.920547699586533,0.922979925019225
2013-03-03,0.912085786326615,0.912431871203856
2013-03-04,0.912521602650105,0.913462917652418
2013-03-05,0.909600226312106,0.910784208675537
2013-03-06,0.90942336138351,0.910906410737005
2013-03-07,0.910367597290132,0.912238808210418
2013-03-08,0.906963481943466,0.910160185591854
2013-03-09,0.907591635439521,0.911457756213917
2013-03-10,0.906687089375341,0.910821449595398
2013-03-11,0.905221484166224,0.909713156409595
2013-03-12,0.902980084467882,0.907862473056485
2013-03-13,0.90316987641828,0.90855208853736
2013-03-14,0.895785476205755,0.902507665947651
2013-03-15,0.894444192483491,0.902324502880852
2013-03-16,0.89587629168402,0.904481303929745
2013-03-17,0.897964478274211,0.904886347017891
2013-03-18,0.897884767121476,0.914505563664065
2013-03-19,0.896440954363288,0.91754385143893
2013-03-20,0.899809869592571,0.926322036946404
2013-03-21,0.903188058115567,0.935737819891539
2013-03-22,0.907406161271662,0.948185445964939
2013-03-23,0.912043340983587,0.964891608890009
2013-03-24,0.915770396971005,0.974970497622787
2013-03-25,0.916691631168227,0.978862524672704
2013-03-26,0.918974022665323,0.98613466029425
2013-03-27,0.920873412439161,0.993569215418927
2013-03-28,0.923942083038669,1.00389888551079
2013-03-29,0.923474313055226,1.01968002850543
2013-03-30,0.93183434786907,1.03712135933048
2013-03-31,0.93755950106548,1.04878421643788
2013-04-01,0.948817025031702,1.06205408778949
2013-04-02,0.961522629784631,1.07699225192081
2013-04-03,0.976603591285039,1.09499461786162
2013-04-04,0.994306916608237,1.11434629397213
2013-04-05,1.01048179057506,1.13327649188956
2013-04-06,1.02777969948773,1.15391621158474
2013-04-07,1.04078098621502,1.16938563465061
2013-04-08,1.06392625739303,1.19226132686611
2013-04-09,1.08031745149636,1.21225663246486
2013-04-10,1.08909318073798,1.22319428822142
2013-04-11,1.09399889736939,1.22944003199616
2013-04-12,1.10199401095443,1.23927939227081
2013-04-13,1.10869016142105,1.24772210079501
2013-04-14,1.11764802140358,1.25877851428735
2013-04-15,1.12968623965082,1.27338077845354
2013-04-16,1.14823025121985,1.29542063977116
2013-04-17,1.17527972203721,1.3281720766862
2013-04-18,1.1845600289177,1.33988866122406
2013-04-19,1.20602512623178,1.36723236282056
2013-04-20,1.21678808853023,1.37979586495213
2013-04-21,1.25476923160409,1.42899948133104
2013-04-22,1.27081044641282,1.44511135626065
2013-04-23,1.30058485289039,1.48241938862488
2013-04-24,1.31751995346147,1.5026448446583
2013-04-25,1.355903705552,1.54938419111455
2013-04-26,1.40259527037394,1.60747924523593
2013-04-27,1.43382071685236,1.64485141609321
2013-04-28,1.48389931485541,1.7094446486264
2013-04-29,1.58766644344808,1.87477470393639
2013-04-30,1.57758462106862,1.8213034135021
2013-05-01,1.63148262310637,1.88609180140442
2013-05-02,1.7410442551921,2.07862320226603
2013-05-03,1.74600039686174,2.02901932152348
2013-05-04,1.77574696499651,2.06596878627229
2013-05-05,1.89507046398056,2.19364203369138
2013-05-06,2.06608156839964,2.41920132204146
2013-05-07,2.56788024846722,3.13041534213501
2013-05-08,3.23440245873322,3.95447719838775
2013-05-09,3.83882992303316,4.67433962869025
2013-05-10,3.62899920683106,4.4428241232279
2013-05-11,2.62191447464234,3.13120489564307
2013-05-12,2.7235461966094,3.25066843572921
2013-05-13,2.86168794453583,3.424600388048
2013-05-14,3.27092020594764,3.96264993634491
2013-05-15,3.28374716920534,4.02549478263698
2013-05-16,3.53697920471101,4.25650718791526
2013-05-17,4.29876757381724,5.52726716958748
2013-05-18,3.76240987527476,4.69574583337519
2013-05-19,4.34901315898345,5.64654649663798
2013-05-20,4.40409156417274,5.5746746593305
2013-05-21,4.888400295709,6.15393001706102
2013-05-22,5.39725586752055,6.91471416019408
2013-05-23,6.89541299027474,8.85406238841679
2013-05-24,5.70879726269973,7.61510941315841
2013-05-25,7.87900312340819,11.2645700602066
2013-05-26,7.50610349745327,10.2450543083546
2013-05-27,7.8043670930595,10.6994006243659
2013-05-28,7.92577793839891,10.852810128826
2013-05-29,10.1803584679313,13.1402523014548
2013-05-30,10.5848186284011,13.3150221452693
2013-05-31,10.5316256864679,12.5342365639282
2013-06-01,12.0172997644274,13.2402251015371
2013-06-02,13.8661617781713,13.7723641679761
2013-06-03,14.0138816154071,13.4640984758593
2013-06-04,13.6336998102692,12.9440665827846
2013-06-05,13.4201003306124,12.7650166017285
2013-06-06,13.1328385960659,12.480488532541
2013-06-07,12.827467551969,12.1808933734302
2013-06-08,12.5456017486537,11.8801106860681
2013-06-09,12.2079745830947,11.5527956092101
2013-06-10,12.0088224880398,11.3608096533425
2013-06-11,11.885467714059,11.1494394036216
2013-06-12,11.4430812946161,10.7945625491263
2013-06-13,11.0474307219563,10.4233767942145
2013-06-14,10.7738636395963,10.1100802714788
2013-06-15,10.4781463195077,9.83834660171181
2013-06-16,10.1704456356233,9.55319439907605
2013-06-17,9.89091645538606,9.3284701235646
2013-06-18,9.65858631471934,9.04111993316877
2013-06-19,9.47081597634137,8.86540739560681
2013-06-20,9.4307364695784,8.83423310090704
2013-06-21,9.22181222391553,8.61615673545759
2013-06-22,9.09120119152004,8.48134770462818
2013-06-23,8.93760060202086,8.3484132854884
2013-06-24,8.9308318175167,8.27248027418834
2013-06-25,8.80645413519665,8.1654229496014
2013-06-26,8.91995341286107,8.16423120722214
2013-06-27,9.21807920320081,8.61248453282363
2013-06-28,8.72049603840814,8.21113403994305
2013-06-29,8.63045323638582,8.09109229821067
2013-06-30,8.51567110500347,7.94755191218724
2013-07-01,8.54868112143289,8.02554361331378
2013-07-02,8.72700435791285,8.22396766453776
2013-07-03,9.09955598239291,8.94189099701951
2013-07-04,9.6393503278876,9.28211155698043
2013-07-05,9.66950944368199,9.63329639805815
2013-07-06,10.0641879378004,9.74180339035737
2013-07-07,10.6361811276694,10.4473214791833
2013-07-08,11.4077406931843,11.3023335924626
2013-07-09,13.9950332986737,14.1901087669837
2013-07-10,13.1552144996153,13.2125048039002
2013-07-11,13.6926663324083,14.1523993488187
2013-07-12,17.1075465743739,18.1314873993816
2013-07-13,17.404923529782,18.18256438379
2013-07-14,19.2951892711128,19.4400814654084
2013-07-15,19.0683945646516,21.0465500643337
2013-07-16,22.795552360516,25.8949434548129
2013-07-17,27.5561605322244,26.364854873814
2013-07-18,30.3458359112287,31.6180824280993
2013-07-19,28.2815248725027,31.7179417080881
2013-07-20,27.8491372947461,31.0785316189047
2013-07-21,35.2656183492426,38.5060377362563
2013-07-22,34.9892806865431,38.0923588208693
2013-07-23,35.2922114979524,37.8356414715294
2013-07-24,34.7825904852082,37.6805264319393
2013-07-25,43.1630917540023,43.7561606229333
2013-07-26,38.5413081984899,42.5126075828417
2013-07-27,38.9059512503028,42.1738339789539
2013-07-28,38.0151005012389,41.7218221560753
2013-07-29,38.1143838209735,41.6263841161865
2013-07-30,47.3241194077117,51.3361515189123
2013-07-31,39.7178236919994,43.6521951238378
2013-08-01,47.5797637947217,50.1297484075848
2013-08-02,44.4598575542888,48.0953757933218
2013-08-03,45.2506192506276,49.5019116687095
2013-08-04,49.3077343662254,53.5530457298051
2013-08-05,59.7055294688518,68.2085321837512
2013-08-06,51.5149259236378,58.4474923511489
2013-08-07,52.1932747398116,56.1167363276601
2013-08-08,56.2287175606346,59.8375551365358
2013-08-09,64.0298700199348,68.5967364360729
2013-08-10,59.8671269478274,60.807770334226
2013-08-11,62.2664188631878,69.6829423009323
2013-08-12,58.0265042960181,58.8403618860402
2013-08-13,59.0256179590592,60.4284541269054
2013-08-14,57.2924287902647,50.5886521531369
2013-08-15,69.3927856865326,65.6489168285371
